tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
non-candidate,2460419.861806,9.0330414,5.965,227.0,7.35267,2661.86,2001.0,8.629,475.345,7527.0,4.33,5.64
non-candidate,2460605.495796,2.7218347,1.663,560.0,14.1545,616.895,1388.0,9.3185,365.845,4758.0,4.33,5.53
candidate,2459880.796253,1.0222806,2.071,1280.0,8.97675,15853.1,3126.0,9.645701,486.144,8448.0,3.98,2.46
candidate,2459881.735855,1.2757761,1.313,230.0,1.28307,357.418,1211.0,8.9553,42.0564,4540.4,4.5,0.79
candidate,2459882.348252,2.8406462,2.7440612,57872.8336091,24.2892126,293.4109933,1055.5743901,13.8504,416.463,4389.0,4.24954,1.02903
candidate,2459885.016838,5.7238582,3.8545141,8682.2466029,11.6470757,434.1768781,1164.2236638,11.2791,313.576,6086.0,4.31517,1.23052
candidate,2459904.818632,5.7998626,5.684,2387.0,11.022,806.794,1484.0,11.6593,603.119,5852.0,3.64892,2.55
candidate,2460271.218286,16.1798603,6.495,2249.0,7.89958,131.122,942.0,9.74179,205.924,5900.8,4.04,1.63
candidate,2459883.279834,1.7442831,2.1928372,7445.2479047,15.3898195,7630.771499,2383.7563437,11.9004,655.013,8039.0,4.31943,1.6008
candidate,2459883.617765,2.1499907,3.1026968,25640.8126075,20.6364944,1865.4537814,1676.1615458,10.7696,289.205,6340.0,4.33387,1.2630399
candidate,2459887.395272,7.3723906,7.8217079,347.7876879,4.8405988,1331.9212095,1540.7755679,7.98475,153.525,6083.0,3.68069,2.5524099
candidate,2459885.981072,18.0401494,6.0379226,5645.2975375,11.1154985,143.3387586,882.4917606,10.6492,309.804,6345.0,4.21827,1.4445699
candidate,2459883.905467,2.5761796,1.5879379,49904.2528728,12.1450869,45.3541068,661.8718403,13.2297,117.992,3628.0,4.73924,0.497905
candidate,2459885.398621,3.9074188,2.5052202,15476.6369436,10.544,423.8082529,1157.2097975,13.859,365.008,5780.0,4.438,1.23434
candidate,2460623.037278,6.5234669,5.814,7191.0,17.8406,897.345,1524.0,9.74061,300.063,6409.0,3.93,2.04
non-candidate,2460472.582214,4.0158188,6.257,560.0,4.59761,4207.93,2243.0,10.3755,480.772,6950.0,3.78,2.64
candidate,2460658.012037,5.826731,4.571,1068.0,4.71778,1135.31,1617.0,9.3229,179.147,6305.0,4.11,1.62
non-candidate,2459908.575411,8.503614,1.203,1590.0,10.2441,33.4398,669.0,10.244,425.467,6255.0,3.88,2.31
non-candidate,2458492.72655,1.07242,1.996,632.189,22.0397,1909.78,1841.0,10.4029,1006.54,5001.6,4.33,7.97
candidate,2460632.263441,3.4926045,4.379,7071.0,15.6608,1793.79,1813.0,9.8781,365.008,6558.7,4.33,1.8
candidate,2459890.088192,1094.062167,3.534,2352.0,4.39378,17.1449,566.0,9.2063,72.4731,5359.0,4.55,0.85
candidate,2459904.389425,7.7966237,1.461,2000.0,18.0417,200.285,1048.0,10.0201,897.633,9434.0,3.66,3.78
candidate,2459911.851307,2.6452121,3.0559836,10456.8418233,12.7803657,970.5163576,1423.5425881,11.8889,348.815,5596.0,4.24644,1.2406
candidate,2459911.246864,2.2538642,1.5107491,383.7274369,2.1962137,1142.2633882,1482.7274023,9.97967,161.482,5957.0,4.39105,1.10261
candidate,2459913.845278,7.4826325,6.5647136,2569.9421713,11.8138164,1070.588751,1458.8996447,10.5547,398.105,6128.0,3.7824,2.2911999
candidate,2459911.708915,3.413702,2.9160091,15800.4739836,12.9118144,530.104856,1223.7992852,13.7471,653.446,5845.0,4.44554,1.01592
candidate,2459911.453223,2.0814345,6.7307424,16749.4607119,14.7083576,808.6671936,1360.0729581,14.1279,690.466,5583.0,4.46043,0.9697
candidate,2459915.46858,5.4928246,3.4008546,1006.1582134,5.5323212,936.5163332,1410.9076511,10.3971,280.271,6235.0,4.05522,1.70647
candidate,2459918.20065,10.8614911,5.5511467,11069.1320347,9.5731365,79.7577939,762.1896249,11.0878,192.516,5663.55,4.53693,0.895095
candidate,2460010.074425,3.3840629,1.578,6449.0,16.52,1009.39,1183.01373235,10.4349,508.905,8265.0,4.33,2.12
candidate,2459912.799879,5.4823596,4.955098,6502.5514222,15.2816665,1118.657778,1475.0069316,11.2873,462.414,6243.0,3.98185,1.85996
candidate,2459913.021886,3.9200919,4.1169544,22430.0040626,22.5941886,1241.1751658,1513.8331768,13.4593,915.507,6574.32,4.23875,1.47238
candidate,2459913.801096,4.01357,4.1381202,8561.4394866,14.9544789,886.2336482,1391.5756101,12.1957,515.59,5679.0,4.07294,1.53012
candidate,2459912.417156,2.2118281,2.5738654,2215.4831814,10.3424055,8662.5781435,2460.5462963,9.89943,359.465,7690.0,4.03855,2.12813
candidate,2459913.121951,7.4903271,5.800713,225.5988767,2.5277726,526.6956422,1221.8268955,7.4961,79.407,6111.67,4.08398,1.61211
candidate,2459919.916627,12.5759948,6.529918,284.6855263,2.7981797,263.9394474,1028.0064164,7.4961,79.407,6111.67,4.08398,1.61211
candidate,2459910.643629,0.8497194,1.3521675,69488.1410322,19.5460599,337.1057655,1092.8518572,14.4907,229.367,3493.0,4.432,0.679269
candidate,2459912.905528,3.1420495,2.6691319,18253.753966,12.6079161,275.6027117,1039.1796205,14.6332,515.161,4996.0,4.47095,0.877202
candidate,2459912.751153,10.327438,8.8021114,1239.1563644,8.6575486,856.7350684,1379.8484358,9.51295,305.581,6402.35,3.78349,2.4084699
candidate,2460660.38401,2.3673691,1.474,592.0,3.89751,1161.29,1626.0,9.5951,47.6869,4403.0,4.58,0.71
candidate,2459928.523425,6.3667329,2.628,778.0,2.19947,118.939,920.0,10.2596,118.685,5413.7,4.55,0.85
non-candidate,2460010.482867,2.0034063,2.661,3372.0,30.4003,15162.9,3091.0,10.2688,431.861,6514.0,4.03,2.27
candidate,2459930.334093,3.3906311,2.344,720.0,8.3102,1156.25,1624.0,9.86105,384.79,7373.8,3.56,3.54
candidate,2459925.632107,8.1309123,3.313,313.0,1.51687,144.968,966.0,8.895701,79.384,5639.0,4.46,0.97
candidate,2460647.93515,8.2125318,3.203,898.0,2.68623,135.613,950.0,9.47632,115.362,5936.0,4.47,1.0
candidate,2459935.39745,2.1142179,1.655,949.0,17.3594,4869.36,2327.0,10.4246,1476.12,10207.0,4.33,5.54
candidate,2459919.688691,15.3058859,3.463,6498.0,13.4962,70.5288,807.0,10.409,347.587,6803.6,4.12,1.75
candidate,2459948.69132,8.2065998,3.785,417.0,4.6173,3451.52,2135.0,9.4526,162.125,6061.0,4.21,1.38
candidate,2460337.368428,1.8330979,2.742,168.0,1.87367,2928.12,2049.0,8.85042,157.64,6335.0,4.1,1.65
candidate,2459936.170064,87.2129046,2.986,659.0,2.89746,1.3372,299.0,9.76711,173.577,6236.0,4.35,1.22
candidate,2460292.788766,10.66839,2.717,460.0,2.81276,96.346,872.0,9.67596,200.447,6718.0,4.32,1.37
non-candidate,2459937.955167,1.6290926,4.6315189,411.7525108,3.94559,2815.3764354,1857.8209989,8.92071,122.51,5658.0,4.08591,1.5037
non-candidate,2459230.769216,2.1456324,2.1680096,1438.6746953,11.0288578,28811.4006979,3322.8508101,10.5259,921.917,9389.0,3.92,2.80165
candidate,2459942.330357,9.5128916,3.1254171,1191.6067436,2.7531721,48.3015382,672.3725733,11.1878,140.442,4998.0,4.58615,0.767312
candidate,2459939.481098,5.3664457,2.2975955,8748.7436413,10.9418064,248.9480604,1013.0874521,12.9311,478.189,5358.0,4.34315,1.07573
candidate,2459940.374302,3.691559,2.720758,16316.0231993,14.7244708,512.0234924,1213.2274319,10.7447,209.229,5720.0,4.37355,1.0878299
candidate,2459393.028617,3.2687063,3.6398573,9692.5415934,15.0466879,1155.6463869,1487.0514371,14.3999,1523.0,6007.22,4.18781,1.40537
candidate,2458690.53445,12.1324506,1.5751733,171.2764262,1.5690907,98.4603771,803.406097,6.8456,34.5797,5865.0,4.44965,1.0159301
candidate,2458794.771156,832.9236254,8.6876381,594.2376069,1.7373781,0.4058463,203.5682958,9.4287,39.889,4193.0,4.53686,0.725064
candidate,2459030.36672,720.5742399,6.6602076,1456.9031847,5.3917254,1.0721258,259.5261864,9.82897,221.682,6665.4,4.31,1.37318
candidate,2458713.480434,2.2111104,2.1060279,1956.0116833,2.9944585,95.0381191,796.3320731,12.3475,124.484,3761.0,4.60411,0.656735
candidate,2460443.834513,9.6703611,2.037,684.0,2.23934,35.0646,677.0,9.1641,68.6994,5212.0,4.51487,0.86
candidate,2460440.795272,25.0882806,3.769,705.0,3.89809,135.17,949.0,9.1641,68.6994,5212.0,4.51487,0.86
candidate,2458912.458751,104.2892798,5.8731029,2021.5793679,7.5126605,14.4080456,496.9023128,10.5083,306.839,6501.0,4.25028,1.43159
candidate,2460011.845422,1.1908287,1.834,2040.0,14.221,52597.1,1183.01373235,10.1978,500.647,7471.9,4.09,2.14
candidate,2459397.070061,8.0555716,3.5853172,913.8621738,3.3778836,168.8120184,919.3282171,10.5912,188.183,5680.0,4.38997,1.06221
candidate,2459397.093442,7.8864218,4.9429378,6241.5672443,12.4048291,358.1159257,1109.4957891,14.4952,1506.58,5597.0,4.04717,1.56051
candidate,2460504.761666,3.5941651,1.882,100.0,1.31196,200.507,1048.0,8.793181,103.741,5694.0,4.95801,1.39
candidate,2459752.893746,4.088721700000001,9.3055095,3608.2663496,6.0762071,0.7995303,241.1728841,11.9363,298.532,5576.31,4.48425,0.940603
non-candidate,2459422.141727,4.3724063,1.4148388,1642.1950326,10.7278887,2515.0175544,1806.1549461,11.7056,819.949,8096.0,4.28307,1.67777
candidate,2458691.848481,4.088721700000001,14.1230558,317.9766458,1.4099651,0.1156456,148.7311702,8.7475,47.3174,5106.0,4.62161,0.750716
candidate,2458984.759725,1.3888584,0.8267002,1372.5136834,0.9650619,31.5257386,604.3465776,12.4106,31.4566,3300.0,4.97775,0.256456
candidate,2459806.508801,4.088721700000001,2.2996357,2097.1164668,5.0218625,18.5331878,529.1847026,11.8216,334.797,5819.72,4.41305,1.0546401
candidate,2459398.896348,9.2866733,3.2593808,713.8494352,2.6996251,93.8814469,793.897973,11.3992,218.562,5511.0,4.50367,0.911823
candidate,2459391.482922,3.2135636,4.3141611,654.7322821,4.1549554,1364.5815362,1550.1353571,11.7266,487.916,5772.0,4.04527,1.59521
candidate,2460007.604027,4.9699991,1.363,12601.0,21.4073,112.974,908.0,9.836,144.623,5759.0,4.3,1.19
candidate,2459420.863418,4.7082414,3.7013817,10708.303583,15.2797869,363.7498778,1113.8339818,14.5892,1065.37,5490.0,4.3011,1.14715
candidate,2459392.109891,5.1855507,1.9734133,1496.7919264,2.4406793,31.8495386,605.8924433,11.9323,94.6679,3921.0,4.648,0.603804
non-candidate,2459746.250584,4.088721700000001,4.6672536,12855.6961211,5.1306856,0.674929,231.1714878,12.9805,76.6119,3476.0,4.81846,0.408956
candidate,2459986.445346,1.2710408,1.113,1115.0,7.85938,5327.83,2380.0,10.0452,219.78,6004.0,4.13,1.5
non-candidate,2459984.008322,3.0519843,2.868,892.0,12.1856,10790.5,2839.0,9.65609,310.559,6251.1,3.79,2.33
candidate,2459986.834869,2.1613171,1.289,529.0,1.86733,329.608,1187.0,10.0956,99.172,5260.0,4.59,0.8
non-candidate,2460283.55214,1.3154261,2.121,285.0,2.42354,11290.9,2871.0,9.34567,181.94,6613.8,4.28,1.42
candidate,2459986.783761,1.1256838,1.773,3620.0,10.2362,5124.79,1183.01373235,10.4284,452.889,7433.0,4.33,1.85
candidate,2460010.125461,2.7297541,1.439,362.0,2.11652,200.856,1048.0,8.7699,82.2325,5599.3,4.37,1.08
candidate,2460009.893574,5.2887576,2.284,598.0,1.80945,63.339,785.0,9.4499,52.5883,4610.0,4.55,0.75
non-candidate,2459983.317258,3.6649528,3.245,3865.0,16.4945,13611.8,3009.0,10.4989,437.969,7889.0,4.53,1.61
candidate,2459963.874823,1.2280156,1.0677974,1316.7462021,3.2034237,1038.6284238,1447.8874391,11.9433,235.778,5223.0,4.53,0.852493
candidate,2459963.429938,1.3328252,2.0496174,19240.1766706,15.3206915,1924.8044588,1689.3374258,10.8042,211.73,5595.4,4.4,1.0670201
candidate,2459965.390963,5.3708293,2.9133817,14601.0562246,12.0561316,277.4411832,1040.908324,13.5803,733.926,5878.0,4.47546,0.986176
candidate,2459965.819135,3.2422424,3.1662519,10616.2597804,13.8082328,1534.9908103,1596.416451,10.6664,295.408,7069.0,4.40124,1.30309
candidate,2459968.466203,6.4095555,8.4737438,2845.1432466,17.4517774,2737.1453387,1844.7784392,10.4146,614.477,6316.0,3.53,3.18048
candidate,2459963.367968,3.1122458,2.4986472,14146.4724409,14.4173412,1249.9698719,1516.5077563,10.8235,266.809,6176.8,4.5,1.1207401
candidate,2459964.624513,6.4240944,4.0307342,19637.6137844,14.8362261,212.2599833,973.5018496,11.646,294.59,5618.0,4.39959,1.04006
candidate,2459966.339978,3.7899018,3.9779406,7609.2687873,23.926255,12025.9181554,2670.8488477,11.8338,1311.48,7810.0,4.08,2.64206
candidate,2459962.90561,3.8783341,3.6211626,7843.4867323,12.5321785,739.7659967,1330.1277094,13.7453,1013.74,5748.0,4.19506,1.34253
candidate,2459908.090635,8.5386633,2.337,1730.0,4.04578,63.3913,786.0,10.3622,151.738,5416.1,4.49,0.95
candidate,2459900.819501,5.6952223,1.107,1470.0,3.92346,39.9451,700.0,10.3622,151.738,5416.1,4.49,0.95
candidate,2459983.664716,3.1471655,3.402,1440.0,5.30134,3942.66,2207.0,10.4259,97.3234,4869.0,4.54,0.79
candidate,2459360.305123,1.2541235,1.105,23010.0,8.66923,78.6048,829.0,13.0739,122.281,3642.0,4.7,0.54
candidate,2459848.780642,5.8340292,1.289,11944.0,12.1719,42.4777,711.0,11.6894,302.326,5698.0,4.4,1.06
candidate,2459852.026484,1.8859353,1.373,2197.0,7.26339,721.952,1444.0,11.2223,471.571,6556.9,4.18,1.57
candidate,2459845.197517,4.9218915,6.715,6245.0,20.0897,1810.88,1817.0,12.307,1174.24,6178.0,3.65,2.7
candidate,2459849.328185,8.9539287,2.618,5133.0,8.74683,79.5224,831.0,12.4185,486.122,5943.0,4.34,1.17
candidate,2459848.944054,3.5529033,1.722,17309.0,17.9469,236.183,1092.0,13.3897,1056.92,6389.0,4.24,1.41
non-candidate,2459848.690225,3.1256662,2.903,4065.0,10.544,1434.05,1714.0,11.785,365.008,4940.2,4.33,1.23434
candidate,2459850.257269,9.866312,5.285,5737.0,11.5656,283.77,1143.0,11.5989,483.576,6209.0,4.08,1.64
candidate,2459849.216859,4.6474314,8.452,2652.0,16.1625,3924.24,2204.0,11.8495,1242.07,6455.0,3.48,3.44
candidate,2459846.467914,4.2070367,2.712,13290.0,16.5857,498.042,1316.0,13.2225,920.216,6437.0,4.15,1.59
candidate,2459987.158093,0.9136081,1.099,1368.0,5.5813,5597.87,2409.0,10.1939,292.623,7126.0,4.29,1.5
candidate,2459852.217468,2.1350899,1.997,22574.0,12.6797,280.388,1140.0,12.3983,240.498,4894.0,4.53,0.8
candidate,2459845.747089,4.2916798,3.088,9377.0,13.1247,675.152,1420.0,11.5823,441.015,6725.0,4.32,1.37
candidate,2459847.211624,4.6107024,5.626,5689.0,15.7213,1656.67,1777.0,11.6925,765.772,6391.0,3.87,2.18
candidate,2459852.086372,4.0833335,4.406,15664.0,19.554,1082.21,1597.0,13.1618,1040.95,6298.6,4.14,1.58
candidate,2459850.465827,2.8474853,2.303,22441.0,12.7345,260.51,1119.0,12.3101,271.974,5149.0,4.53,0.84
candidate,2459849.022331,2.3107907,1.963,18595.0,12.0547,213.379,1064.0,12.8119,291.92,4767.0,4.46,0.86
candidate,2459843.27509,7.1603723,4.672,9174.0,14.5353,304.256,1163.0,12.2601,565.492,5767.0,4.07,1.54
candidate,2459853.020155,6.9191027,4.908,4926.0,11.0925,448.269,1281.0,13.0551,713.987,5922.0,4.0,1.72
candidate,2459852.594597,4.5016419,1.897,2992.0,10.3672,237.971,1094.0,12.2652,726.371,5713.2,3.89,1.89
candidate,2459847.900848,5.0310168,3.334,18296.0,17.1637,262.966,1121.0,13.261,762.451,5656.1,4.2,1.32
candidate,2459279.650943,0.7784962,0.856,1670.0,9.22083,529.373,1336.0,9.94921,221.016,4949.2,4.33,2.19
candidate,2459849.639834,2.3927114,1.806,13405.0,14.5439,553.561,1351.0,10.5581,220.882,5967.0,4.34,1.17
candidate,2459852.087815,2.5530138,3.109,6564.0,13.9066,1540.79,1745.0,12.5948,692.772,6286.0,4.01,1.81
candidate,2459835.100347,18.8155978,4.153,18261.0,14.443,35.8015,681.0,13.4411,643.588,5641.0,4.32,1.14
non-candidate,2459850.633702,3.6534344,3.519,24705.0,20.7632,869.445,1512.0,11.5102,402.816,6364.0,4.3,1.32
candidate,2459847.488707,4.679209,4.261,9667.0,14.7013,1141.48,1619.0,12.8813,1004.18,6600.0,4.13,1.67
candidate,2459852.086444,3.1106751,3.129,10899.0,13.4185,891.85,1522.0,12.0052,399.63,5660.5,4.27,1.22
candidate,2459852.825181,3.9779111,1.843,19441.0,12.2764,116.092,914.0,12.8196,375.401,5494.0,4.52,0.89
candidate,2459852.35875,0.520403,0.995,143020.0,21.8226,155.949,984.0,14.5158,128.661,3112.0,4.83,0.4
candidate,2459848.448736,9.7824078,3.889,3218.0,5.19023,124.326,930.0,12.2562,362.283,5749.0,4.47,0.98
candidate,2459843.593313,10.3299557,3.666,7172.0,16.2977,170.744,1007.0,13.1008,1305.91,6486.0,3.97,1.97
non-candidate,2458518.2814,0.88501,1.622,820.279,6.77007,2010.85,1865.0,9.947331,255.901,5362.0,3.75,2.15
candidate,2459846.816346,3.4742682,2.577,9883.0,12.8496,517.706,1328.0,13.2907,925.873,6121.0,4.25,1.34
candidate,2459848.304998,2.6607389,1.538,16613.0,16.2086,315.217,1173.0,12.4789,560.429,6090.2,4.28,1.27
candidate,2459852.072224,4.9564809,1.617,8884.0,10.077,71.7847,810.0,13.2516,518.031,5511.0,4.46,0.96
non-candidate,2459845.510624,4.0938735,4.537,16964.0,20.6029,695.416,1430.0,12.266,546.747,5489.0,4.04,1.55
candidate,2459849.06266,6.3765906,5.303,4465.0,10.9141,436.742,1273.0,13.1564,923.907,5433.0,3.91,1.8
candidate,2459852.114072,3.9921399,3.299,9866.0,11.9626,547.02,1347.0,13.3616,912.432,5885.0,4.19,1.38
candidate,2459851.168508,4.5803096,4.962,6130.0,14.6817,937.58,1541.0,13.1289,1121.67,5770.0,3.81,2.1
non-candidate,2459851.468348,1.5801759,0.645,6187.0,9.31686,56.4235,763.0,12.95,320.803,4547.0,4.31,0.98
candidate,2459849.631231,8.3753156,2.687,3994.0,11.1765,251.431,1109.0,11.351,501.221,6134.6,4.01,1.76
candidate,2459831.751003,13.3562254,7.214,5815.0,8.52588,277.264,1136.0,12.4814,567.759,6122.0,4.3,1.27
candidate,2460010.013606,4.6616079,4.007,11972.0,19.1536,1329.63,1682.0,10.3015,360.408,7437.0,4.21,1.7
candidate,2459851.633598,1.3094686,1.108,18418.0,13.7943,215.564,1067.0,13.5156,209.656,3818.0,4.6,0.66
candidate,2459852.311661,1.4354814,2.174,698.0,7.06395,2365.6,1942.0,11.5561,590.69,6008.0,3.77,2.27
non-candidate,2459849.027362,4.2005957,2.587,4448.0,11.3204,1013.24,1571.0,12.1566,950.289,7803.0,4.26,1.67
candidate,2459848.656116,3.6720231,3.064,15619.0,14.495,595.319,1376.0,12.9172,723.473,6158.0,4.32,1.23
candidate,2459850.43416,2.301919,1.614,22440.0,12.3642,129.797,940.0,12.8213,258.643,4654.0,4.51,0.79
candidate,2459851.726873,1.6029811,0.955,5502.0,11.6345,591.525,1373.0,11.8355,504.806,6049.0,4.13,1.52
candidate,2459852.126647,12.6885127,1.507,12512.0,16.2893,32.0654,662.0,12.5126,938.702,7710.0,4.37,1.45
non-candidate,2459852.547945,0.4916402,0.453,29113.0,11.7778,109.834,901.0,14.9131,221.034,3522.0,4.77,0.46
candidate,2459851.207721,3.0444485,0.916,30036.0,9.04276,7.01479,453.0,14.5372,180.96,3413.0,4.77,0.47
candidate,2459852.651612,4.1846077,1.805,10662.0,11.2001,143.488,964.0,13.2906,650.131,5714.9,4.35,1.12
candidate,2460035.229242,2.8056739,2.299,3350.0,10.544,363.901,1183.01373235,9.9794,862.802,5800.55,4.33,1.23434
candidate,2459832.762752,40.7401072,2.833,21776.0,14.5988,3.77501,388.0,12.4261,286.532,5081.0,4.48,0.88
candidate,2459846.665072,5.7415661,1.414,5879.0,11.2346,64.1962,788.0,12.8566,716.394,6051.0,4.19,1.42
candidate,2459852.11669,1.8478843,2.809,11766.0,18.4423,3803.45,2187.0,10.9837,499.081,7218.8,4.21,1.65
candidate,2459843.241782,9.9754699,3.465,26035.0,15.8848,60.6571,777.0,12.7912,442.143,5472.0,4.42,1.0
candidate,2459850.906915,3.6948038,1.203,17237.0,10.2565,22.9867,610.0,12.6951,203.52,4376.0,4.52,0.75
candidate,2459852.213309,4.3172876,2.178,23720.0,9.68709,29.3516,648.0,14.2349,262.682,3744.0,4.63,0.63
candidate,2459850.643171,1.8021196,2.407,15426.0,13.3235,1374.91,1696.0,12.128,413.383,6012.0,4.4,1.1
candidate,2459841.643838,6.7080688,4.67,4622.0,10.6429,498.329,1316.0,11.5534,534.326,6174.0,4.0,1.79
candidate,2459848.409536,5.0809743,4.08,5709.0,14.7894,884.118,1519.0,11.9966,735.685,6071.2,3.9,1.97
candidate,2459844.944589,17.9661374,3.791,3183.0,11.3217,90.3305,858.0,11.5337,688.605,6891.0,3.93,2.2
non-candidate,2458518.70004,2.42232,2.873,5696.52,10.544,197.858,1044.0,10.251,6149.76,2838.0,4.33,1.23434
candidate,2459849.075692,2.709631,3.282,10819.0,14.9972,1041.16,1582.0,12.1088,535.689,5838.0,4.12,1.47
candidate,2459848.430555,3.7473877,4.812,3898.0,12.686,1322.91,1680.0,11.0537,492.525,5876.0,3.79,2.18
non-candidate,2459851.702422,6.1429164,4.475,3871.0,7.50153,592.787,1374.0,13.0091,869.253,6291.9,4.25,1.38
candidate,2459848.262349,3.8753785,4.275,4016.0,18.0963,380.113,1230.0,13.0745,786.433,4637.0,4.33,2.98
candidate,2459847.722268,3.5257269,3.457,4435.0,7.44411,819.047,1490.0,13.2513,718.342,5638.1,4.26,1.23
candidate,2459845.063156,4.1877227,1.891,16840.0,13.6598,118.196,918.0,12.1384,363.425,5543.0,4.39,1.05
candidate,2459844.363828,9.6422713,2.946,28921.0,12.931,27.248,636.0,13.3976,341.972,4799.0,4.58,0.75
candidate,2459847.553938,3.89989,1.888,10637.0,14.6814,211.573,1062.0,12.7145,635.864,6076.0,4.2,1.41
candidate,2459844.841088,5.8878118,1.815,9767.0,12.1166,77.0112,825.0,12.6685,502.874,5925.0,4.41,1.08
candidate,2459818.612268,19.2445211,5.3,17453.0,20.2585,173.181,1010.0,13.2368,809.109,6203.0,4.32,1.25
candidate,2459972.603908,7.7614672,4.156,3110.0,7.85756,405.393,1250.0,10.1277,234.072,6515.0,4.25,1.43
candidate,2459849.581128,2.7432173,2.595,25316.0,20.2394,682.635,1424.0,13.0636,761.754,6087.0,4.29,1.27
non-candidate,2459847.834654,2.7649802,1.659,3575.0,10.4307,1119.71,1611.0,11.8563,873.578,7776.0,4.2,1.78
candidate,2459848.402483,4.7783263,5.374,5107.0,13.2499,1511.43,1737.0,12.8026,922.871,5622.0,3.84,2.0
candidate,2459840.156934,8.7311119,4.4,4827.0,11.1752,235.614,1091.0,12.9591,912.735,6047.0,4.03,1.69
candidate,2459847.821903,3.6153701,2.714,14305.0,13.6892,350.5,1205.0,11.8836,334.216,5516.0,4.32,1.13
candidate,2459880.180162,6.3720834,1.322,5659.0,12.1724,58.7935,771.0,12.7875,774.276,6390.0,4.19,1.5
non-candidate,2459880.953725,1.4252334,1.673,6901.0,10.7664,1265.88,1661.0,12.4033,543.454,6033.0,4.23,1.35
candidate,2459875.809804,5.5133822,3.601,7833.0,12.462,363.901,1216.0,13.4144,758.848,5785.0,4.13,1.46
candidate,2459873.021669,4.7061119,3.03,2559.0,4.75935,331.92,1189.0,12.1075,300.589,5660.0,4.44,1.0
candidate,2459880.415341,5.5867425,2.46,15688.0,13.0389,103.299,888.0,13.2903,497.836,5444.0,4.4,1.02
non-candidate,2460011.60482,1.8080364,2.892,1264.0,10.544,12760.9,2960.0,10.1853,365.008,5354.5,4.33,1.23434
candidate,2459878.295658,3.5595352,1.027,3006.0,5.24582,60.7503,777.0,11.6283,261.749,5669.0,4.5,0.94
candidate,2459880.418253,3.7752321,1.465,7352.0,10.759,96.9264,874.0,11.4105,303.581,5585.0,4.26,1.22
candidate,2459880.976064,3.563037,1.66,4185.0,7.13684,190.511,1035.0,12.545,217.319,4490.0,4.43,0.85
candidate,2459876.615391,2.8953095,4.137,5366.0,12.6737,2522.62,1974.0,12.6449,932.053,6526.0,3.97,1.98
candidate,2459871.681397,8.6738593,2.582,5327.0,12.6434,108.749,899.0,12.863,1013.07,6446.0,4.09,1.72
candidate,2459881.257523,3.1989808,0.785,1860.0,7.20813,133.516,947.0,10.5489,330.476,6442.9,4.18,1.54
candidate,2459876.327103,3.6119975,4.013,11983.0,10.1678,1057.47,1588.0,13.4836,578.849,5979.0,4.46,1.03
candidate,2459880.365159,3.7294859,3.315,7112.0,9.77695,553.409,1351.0,12.5814,549.225,5719.9,4.26,1.24
candidate,2459877.340534,3.6166109,2.711,7012.0,14.0162,1746.66,1801.0,11.7644,937.243,8143.0,4.2,1.85
candidate,2459877.909014,3.8311803,1.892,1170.0,5.75003,1067.42,1592.0,10.6336,146.254,5366.0,4.5,0.9
candidate,2458518.004514,5.0988038,1.0252822,2925.8222433,3.0503381,19.827421,538.1908458,10.2139,33.0231,3633.0,4.80423,0.547453
candidate,2459877.87044,3.1923193,1.548,5162.0,13.949,206.861,1056.0,11.6166,554.658,6003.0,3.96,1.83
candidate,2459880.993679,2.9172231,1.243,8434.0,10.544,63.1506,785.0,12.12,365.008,4843.0,4.33,1.23434
candidate,2459876.667144,2.8979408,2.932,4503.0,12.4152,2931.18,1183.01373235,11.4737,569.89,7767.0,4.33,1.97
candidate,2459855.605714,25.1745344,4.865,2786.0,6.78671,30.5175,654.0,10.5505,245.424,5776.9,4.16,1.41
candidate,2459881.637411,4.0673088,2.623,10855.0,13.1156,417.756,1259.0,12.8643,685.554,6333.0,4.35,1.24
candidate,2459874.30158,3.9089363,4.636,7390.0,15.0353,1032.67,1579.0,13.1349,923.266,5800.0,3.91,1.87
candidate,2459856.664269,13.1471808,4.471,7691.0,9.63171,79.8277,832.0,12.8939,544.396,5670.0,4.3,1.18
non-candidate,2459881.332399,9.7712443,3.956,34227.0,15.2558,104.782,891.0,12.1134,243.593,5294.0,4.61,0.79
candidate,2459872.105147,5.2266285,5.412,6662.0,15.6275,1046.27,1584.0,11.9806,696.374,6205.0,3.91,2.0
candidate,2459881.944818,0.747693,0.684,3434.0,6.17927,414.266,1256.0,12.9672,314.979,4825.0,4.47,0.86
candidate,2459304.418696,3.1123343,2.388,6080.0,22.1621,7091.97,2556.0,8.1327,184.125,7850.0,4.08695,1.92
candidate,2459876.706893,7.8580085,6.999,4378.0,21.4783,908.368,1529.0,11.707,1093.37,6406.0,3.46,3.5
candidate,2459881.500754,10.3473602,2.365,7695.0,10.117,38.6952,694.0,12.6474,510.917,5672.0,4.33,1.14
candidate,2459879.477717,3.6444426,3.296,6276.0,19.0899,1872.26,1832.0,13.0803,849.122,5407.0,3.86,1.88
candidate,2459878.065088,2.3921761,2.792,8040.0,12.2947,1055.22,1587.0,12.3642,628.024,5817.0,4.04,1.63
